0	5.689431470507373
1	5.516970888285722
2	5.315676864013918
3	5.257694664987493
4	5.148718981057261
5	5.076431630693845
6	5.080993830676225
7	5.010223570470856
8	4.894514617319061
9	4.763075709150373
10	4.946865750245015
11	4.805560977277925
12	4.8708909848202415
13	4.697764618523864
14	4.638864659723827
15	4.6610722836462095
16	4.502456364415959
17	4.604393363961881
18	4.5395808373976605
19	4.587341459964512
20	4.459849632229289
21	4.540423004615673
22	4.443434964666844
23	4.454910607253215
24	4.416297810720897
25	4.493059156206775
26	4.4634857605270115
27	4.3631466045518295
28	4.423285922249223
29	4.336395234399157
30	4.070504013286461
31	4.025754454062713
32	3.9882093165340637
33	3.9690697364545215
34	3.9711927583799222
35	3.935301928990107
36	3.905261217873778
37	3.897160686660853
38	3.8850997601649295
39	3.8582456350711705
40	3.857877225598534
41	3.8768113219872817
42	3.865282344124814
43	3.857823698701689
44	3.8611839343349845
45	3.891278888951981
46	3.852556848371934
47	3.8528465136572696
48	3.8495749393071805
49	3.87195562623044
50	3.8525461680669584
51	3.8587597296580745
52	3.8687710201605454
53	3.859797214845463
54	3.8435400321911146
55	3.8561514332914584
56	3.849198233907943
57	3.8330603298732653
58	3.845790380422441
59	3.838772572877912
60	3.84897743808241
61	3.8420930686790453
62	3.8597216045721665
63	3.8511145550137766
64	3.8347951366366013
65	3.847305129918605
66	3.8318852475078504
67	3.8306194434065812
68	3.851097013337932
69	3.8580613846925234
70	3.839777615613429
71	3.8341037321938067
72	3.824224976807688
73	3.841474547332246
74	3.8346998629932063
75	3.839678603150733
76	3.850919340269246
77	3.842349495371632
78	3.841521238279266
79	3.834618766011252
80	3.8281993865966797
81	3.8277756532290064
82	3.835041379312321
83	3.8432889331330777
84	3.8282397644585284
85	3.8161001049451566
86	3.81593683694214
87	3.827850625280032
88	3.8059238395706325
89	3.818597988473772
90	3.815119099925138
91	3.804199233771526
92	3.851704439361954
93	3.8188159286686987
94	3.803532797223339
95	3.8266806879798505
96	3.814996871501448
97	3.795517500652443
98	3.801675498004106
99	3.805789102452637
